CANTON_FINAL,CANTON_DEF,CURSO,CURSO_NORMALIZADO,CONVOCATORIA,AÑO,SEXO_FINAL,SEXO_NORMALIZADO,EDAD,EDAD_CLASIFICADA,BENEFICIARIO,CERTIFICADO,DESERCION,INTERMITENTE,EDICION,__HOJA_ORIGEN__,__FECHA_ETL__,__FILAS_ETL__
San José,San José,excelbasico,excelbasico,2.0,2024,Masculino,Masculino,15-18,Sin dato,0,0,0,0,excelbasico-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Goicoechea,Goicoechea,excel,excel,2.0,2023,Masculino,Masculino,17,Sin dato,0,0,0,0,excel-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
El Guarco,El Guarco,excel,excel,1.0,2023,Sexo,Sexo,30-39,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,excel,excel,1.0,2023,Sexo,Sexo,20-29,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Escazú,Escazú,excel,excel,2.0,2023,Femenino,Femenino,40-49,Sin dato,0,0,0,0,excel-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Oreamuno,Oreamuno,excel,excel,1.0,2023,Sexo,Sexo,30-39,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,excel,excel,1.0,2023,Sexo,Sexo,40-49,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Masculino,Masculino,18,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Masculino,Masculino,16,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Masculino,Masculino,16,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Masculino,Masculino,18,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,excel,excel,1.0,2023,Sexo,Sexo,16,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
Santa Cruz,Santa Cruz,excel,excel,1.0,2023,Sexo,Sexo,17,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
Santa Cruz,Santa Cruz,redaccion,redaccion,1.0,2023,Sexo,Sexo,17,Sin dato,0,0,0,0,redaccion-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,excel,excel,1.0,2023,Sexo,Sexo,30-39,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,excel,excel,1.0,2023,Sexo,Sexo,19,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
Santa Ana,Santa Ana,excelbasico,excelbasico,1.0,2024,Femenino,Femenino,40-49,Sin dato,0,0,0,0,excelbasico-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Masculino,Masculino,16,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Masculino,Masculino,16,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excelbasico,excelbasico,2.0,2024,Masculino,Masculino,15-18,Sin dato,0,0,0,0,excelbasico-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Masculino,Masculino,16,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Masculino,Masculino,16,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,excel,excel,1.0,2023,Sexo,Sexo,20-29,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,1.0,2023,Sexo,Sexo,18,Sin dato,0,0,0,0,redaccion-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,18,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,excel,excel,1.0,2023,Sexo,Sexo,18,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Cartago,Cartago,excel,excel,1.0,2023,Sexo,Sexo,16,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,18,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,18,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,1.0,2023,Sexo,Sexo,16,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,redaccion,redaccion,1.0,2023,Sexo,Sexo,16,Sin dato,0,0,0,0,redaccion-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
Santa Cruz,Santa Cruz,excel,excel,1.0,2023,Sexo,Sexo,20-29,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Masculino,Masculino,18,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Masculino,Masculino,18,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplvim,eplvim,1.0,2023,Sexo,Sexo,21,Sin dato,0,0,0,0,eplvim-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,excel,excel,1.0,2023,Sexo,Sexo,40-49,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Santa Cruz,Santa Cruz,excelbasico,excelbasico,2.0,2024,Femenino,Femenino,36-64,Sin dato,0,0,0,0,excelbasico-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,excel,excel,1.0,2023,Sexo,Sexo,40-49,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,1.0,2023,Sexo,Sexo,18,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccion,redaccion,3.0,2023,Sexo,Sexo,18,Sin dato,0,0,0,0,redaccion-3-2023,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,excelbasico,excelbasico,2.0,2024,Femenino,Femenino,19-35,Sin dato,0,0,0,0,excelbasico-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,excel,excel,1.0,2023,Sexo,Sexo,16,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Guácimo,Guácimo,excelbasico,excelbasico,1.0,2024,Femenino,Femenino,20-29,Sin dato,0,0,0,0,excelbasico-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Guácimo,Guácimo,excelintermedio,excelintermedio,1.0,2024,Femenino,Femenino,20-29,Sin dato,0,0,0,0,excelintermedio-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplve,eplve,1.0,2023,Sexo,Sexo,20+,Sin dato,0,0,0,0,eplve-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
Pococí,Pococí,excel,excel,1.0,2023,Sexo,Sexo,20-29,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Masculino,Masculino,20,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Siquirres,Siquirres,excelbasico,excelbasico,1.0,2024,Masculino,Masculino,30-39,Sin dato,0,0,0,0,excelbasico-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Alajuela,Alajuela,admision,admision,1.0,2024,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Alajuela,Alajuela,admision,admision,2.0,2024,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Upala,Upala,excel,excel,1.0,2023,Sexo,Sexo,16,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
Upala,Upala,excelintermedio,excelintermedio,1.0,2024,Masculino,Masculino,40-49,Sin dato,0,0,0,0,excelintermedio-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Nicoya,Nicoya,excelintermedio,excelintermedio,2.0,2024,Femenino,Femenino,36-64,Sin dato,0,0,0,0,excelintermedio-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,excel,excel,1.0,2023,Sexo,Sexo,20-29,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,excel,excel,1.0,2023,Sexo,Sexo,40-49,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,excel,excel,1.0,2023,Sexo,Sexo,30-39,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplve,eplve,1.0,2023,Sexo,Sexo,20+,Sin dato,0,0,0,0,eplve-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,excel,excel,1.0,2023,Sexo,Sexo,30-39,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excelbasico,excelbasico,1.0,2024,Femenino,Femenino,20-29,Sin dato,0,0,0,0,excelbasico-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Santa Cruz,Santa Cruz,excel,excel,1.0,2023,Sexo,Sexo,30-39,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
Santa Ana,Santa Ana,excel,excel,2.0,2023,Masculino,Masculino,20-29,Sin dato,0,0,0,0,excel-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Masculino,Masculino,20+,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Masculino,Masculino,20+,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,excel,excel,1.0,2023,Sexo,Sexo,30-39,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplve,eplve,1.0,2023,Sexo,Sexo,20+,Sin dato,0,0,0,0,eplve-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,eplve,eplve,2.0,2023,Sexo,Sexo,20+,Sin dato,0,0,0,0,eplve-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Masculino,Masculino,18,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Masculino,Masculino,18,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,excel,excel,1.0,2023,Sexo,Sexo,30-39,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,excelbasico,excelbasico,2.0,2024,Femenino,Femenino,36-64,Sin dato,0,0,0,0,excelbasico-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,excelbasico,excelbasico,2.0,2024,Femenino,Femenino,19-35,Sin dato,0,0,0,0,excelbasico-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,excelintermedio,excelintermedio,1.0,2024,Femenino,Femenino,30-39,Sin dato,0,0,0,0,excelintermedio-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,excel,excel,2.0,2023,Femenino,Femenino,30-39,Sin dato,0,0,0,0,excel-2-2023,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,admision,admision,1.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,redaccion,redaccion,3.0,2023,Sexo,Sexo,16,Sin dato,0,0,0,0,redaccion-3-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Masculino,Masculino,16,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Masculino,Masculino,16,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Alajuela,Alajuela,admision,admision,1.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Alajuela,Alajuela,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,excelintermedio,excelintermedio,1.0,2024,Femenino,Femenino,30-39,Sin dato,0,0,0,0,excelintermedio-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,18,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,18,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,18,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,1.0,2023,Sexo,Sexo,20-29,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,excel,excel,1.0,2023,Sexo,Sexo,30-39,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Masculino,Masculino,18,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Masculino,Masculino,18,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,18,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Matina,Matina,redaccion,redaccion,1.0,2023,Sexo,Sexo,19,Sin dato,0,0,0,0,redaccion-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,excel,excel,1.0,2023,Sexo,Sexo,30-39,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Masculino,Masculino,19,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,excel,excel,1.0,2023,Sexo,Sexo,20-29,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,1.0,2023,Sexo,Sexo,40-49,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excelintermedio,excelintermedio,1.0,2024,Femenino,Femenino,15-19,Sin dato,0,0,0,0,excelintermedio-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,1.0,2023,Sexo,Sexo,30-39,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
Esparza,Esparza,admision,admision,2.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Masculino,Masculino,17,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Desamparados,Desamparados,excelbasico,excelbasico,1.0,2024,Masculino,Masculino,30-39,Sin dato,0,0,0,0,excelbasico-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
Esparza,Esparza,excelbasico,excelbasico,2.0,2024,Masculino,Masculino,15-18,Sin dato,0,0,0,0,excelbasico-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,1.0,2023,Sexo,Sexo,18,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Masculino,Masculino,18,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,admision,admision,1.0,2024,Masculino,Masculino,16,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,admision,admision,2.0,2024,Masculino,Masculino,16,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excelbasico,excelbasico,2.0,2024,Masculino,Masculino,15-18,Sin dato,0,0,0,0,excelbasico-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Heredia,Heredia,excel,excel,1.0,2023,Sexo,Sexo,50+,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,excel,excel,1.0,2023,Sexo,Sexo,20-29,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San Carlos,San Carlos,excel,excel,1.0,2023,Sexo,Sexo,30-39,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Masculino,Masculino,16,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,16,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,excel,excel,1.0,2023,Sexo,Sexo,20-29,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,18,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,2.0,2024,Femenino,Femenino,18,Sin dato,0,0,0,0,admision-2-2024,mayo2026v4,2026-05-22 14:17:58,12684
Paraíso,Paraíso,excel,excel,1.0,2023,Sexo,Sexo,20-29,Sin dato,0,0,0,0,excel-1-2023,mayo2026v4,2026-05-22 14:17:58,12684
San José,San José,admision,admision,1.0,2024,Femenino,Femenino,17,Sin dato,0,0,0,0,admision-1-2024,mayo2026v4,2026-05-22 14:17:58,12684
